Date,Product,Units Sold,Price,Revenue
19/3/2026,Product_C,4,20.67,82.68
12/1/2026,Product_C,6,23.49,140.94
25/1/2026,Product_D,18,66.76,1201.68
24/2/2026,Product_B,10,73.26,732.6
17/2/2026,Product_C,19,84.73,1609.87
19/3/2026,Product_C,2,143.9,287.8
10/2/2026,Product_D,10,75.07,750.7
1/3/2026,Product_D,10,166.38,1663.8
21/3/2026,Product_A,9,138.85,1249.65
31/3/2026,Product_D,11,104.02,1144.22
1/2/2026,Product_A,8,73.04,584.32
26/2/2026,Product_B,2,121.18,242.36
3/2/2026,Product_A,12,28.36,340.32
8/2/2026,Product_B,9,35.56,320.04
21/1/2026,Product_B,10,160.64,1606.4
15/1/2026,Product_B,11,190.21,2092.31
10/1/2026,Product_D,4,167.09,668.36
9/3/2026,Product_B,15,41.34,620.1
23/3/2026,Product_D,7,99.67,697.69
21/3/2026,Product_B,2,79.1,158.2
4/1/2026,Product_A,18,118.06,2125.08
17/2/2026,Product_B,8,155.99,1247.92
12/3/2026,Product_B,18,151.21,2721.78
12/2/2026,Product_B,1,94.5,94.5
6/1/2026,Product_A,12,13.99,167.88
21/1/2026,Product_D,16,77.05,1232.8
27/2/2026,Product_C,9,132.02,1188.18
1/3/2026,Product_D,1,10.36,10.36
24/2/2026,Product_D,13,100.88,1311.44
19/3/2026,Product_A,9,148.27,1334.43
25/1/2026,Product_D,8,68.24,545.92
28/2/2026,Product_A,7,68.26,477.82
21/3/2026,Product_A,2,125.47,250.94
6/2/2026,Product_C,19,173.47,3295.93
22/3/2026,Product_A,4,20.15,80.6
28/2/2026,Product_C,15,130.44,1956.6
21/2/2026,Product_B,9,69.89,629.01
5/3/2026,Product_A,11,116.93,1286.23
15/3/2026,Product_C,17,71.63,1217.71
25/3/2026,Product_A,2,17.14,34.28
30/3/2026,Product_D,12,97.35,1168.2
24/3/2026,Product_C,12,106.65,1279.8
25/2/2026,Product_A,7,104.57,731.99
20/3/2026,Product_C,19,193.01,3667.19
12/3/2026,Product_D,14,171.71,2403.94
28/1/2026,Product_B,1,94.44,94.44
24/1/2026,Product_D,12,83.48,1001.76
23/2/2026,Product_C,17,38.17,648.89
11/3/2026,Product_B,19,31.13,591.47
10/3/2026,Product_B,11,41.67,458.37
24/1/2026,Product_D,14,99.71,1395.94
16/2/2026,Product_B,14,127.76,1788.64
9/2/2026,Product_A,8,137.59,1100.72
8/3/2026,Product_C,1,96.76,96.76
19/3/2026,Product_D,6,18.63,111.78
27/1/2026,Product_D,15,76.75,1151.25
25/1/2026,Product_C,14,41.3,578.2
18/1/2026,Product_B,9,65.85,592.65
29/3/2026,Product_A,7,177.4,1241.8
2/1/2026,Product_B,3,175.95,527.85
15/2/2026,Product_B,2,157.09,314.18
28/2/2026,Product_C,15,133.73,2005.95
22/1/2026,Product_D,3,53.83,161.49
18/1/2026,Product_A,6,163.36,980.16
26/2/2026,Product_A,9,138.81,1249.29
3/2/2026,Product_C,7,22.28,155.96
13/2/2026,Product_D,16,193.97,3103.52
17/3/2026,Product_D,11,19.45,213.95
3/1/2026,Product_C,14,55.72,780.08
25/3/2026,Product_B,19,123.49,2346.31
27/1/2026,Product_C,3,171.7,515.1
27/1/2026,Product_B,11,72.74,800.14
22/2/2026,Product_D,12,42.24,506.88
25/2/2026,Product_A,8,140.06,1120.48
8/1/2026,Product_C,18,140.22,2523.96
4/3/2026,Product_B,12,129.91,1558.92
1/2/2026,Product_B,19,197.31,3748.89
21/3/2026,Product_C,10,45.26,452.6
18/3/2026,Product_A,9,147.71,1329.39
16/2/2026,Product_A,16,89.4,1430.4
29/3/2026,Product_D,10,112.2,1122
12/3/2026,Product_A,7,90.49,633.43
11/3/2026,Product_B,19,113.82,2162.58
25/2/2026,Product_D,15,118.35,1775.25
29/3/2026,Product_A,6,144.14,864.84
27/3/2026,Product_A,4,99.79,399.16
16/3/2026,Product_A,4,29.66,118.64
16/1/2026,Product_C,14,102.32,1432.48
15/1/2026,Product_A,17,192.69,3275.73
26/2/2026,Product_D,8,151.89,1215.12
29/3/2026,Product_A,18,61.71,1110.78
2/1/2026,Product_A,7,102.19,715.33
26/3/2026,Product_D,14,37.87,530.18
17/3/2026,Product_B,12,182.28,2187.36
18/3/2026,Product_D,7,86.48,605.36
19/1/2026,Product_B,2,163.49,326.98
4/3/2026,Product_C,10,105.41,1054.1
15/2/2026,Product_C,7,62.15,435.05
7/3/2026,Product_D,14,80.16,1122.24
22/2/2026,Product_A,9,132.59,1193.31
29/1/2026,Product_A,10,78.32,783.2
29/3/2026,Product_A,19,36.44,692.36
8/2/2026,Product_A,17,188.23,3199.91
21/1/2026,Product_A,7,144.55,1011.85
21/2/2026,Product_C,3,164.85,494.55
1/3/2026,Product_A,5,98,490
6/3/2026,Product_B,2,163,326
15/1/2026,Product_A,7,117.84,824.88
22/2/2026,Product_D,8,148.5,1188
14/2/2026,Product_B,16,157.89,2526.24
17/1/2026,Product_D,18,45.73,823.14
6/3/2026,Product_C,7,159.57,1116.99
31/1/2026,Product_B,7,19.13,133.91
24/3/2026,Product_B,15,166.65,2499.75
11/1/2026,Product_A,15,53.08,796.2
15/2/2026,Product_B,9,104.36,939.24
30/3/2026,Product_C,5,81.44,407.2
20/3/2026,Product_A,9,14.49,130.41
1/3/2026,Product_D,6,181.94,1091.64
12/2/2026,Product_A,14,151.36,2119.04
6/3/2026,Product_B,3,101,303
6/1/2026,Product_B,8,151.87,1214.96
18/3/2026,Product_C,4,149.98,599.92
25/2/2026,Product_C,7,130.8,915.6
12/2/2026,Product_C,1,124.07,124.07
21/1/2026,Product_C,13,109.63,1425.19
30/3/2026,Product_C,14,66.71,933.94
10/3/2026,Product_D,8,42.86,342.88
19/1/2026,Product_D,9,22.72,204.48
19/2/2026,Product_A,12,192.22,2306.64
25/3/2026,Product_B,1,109.43,109.43
16/1/2026,Product_A,11,17.08,187.88
18/1/2026,Product_C,9,188.48,1696.32
3/3/2026,Product_B,8,198.19,1585.52
8/1/2026,Product_C,9,187.54,1687.86
6/3/2026,Product_C,13,199.19,2589.47
25/2/2026,Product_A,14,70.32,984.48
3/1/2026,Product_B,6,105.84,635.04
5/1/2026,Product_B,6,158.07,948.42
17/1/2026,Product_B,18,184.98,3329.64
19/3/2026,Product_B,12,148.78,1785.36
10/3/2026,Product_A,13,182.87,2377.31
31/1/2026,Product_D,6,22.01,132.06
22/2/2026,Product_B,14,88.35,1236.9
26/3/2026,Product_B,1,34.43,34.43
6/2/2026,Product_A,3,87.89,263.67
1/3/2026,Product_D,19,57.15,1085.85
1/2/2026,Product_C,4,24.51,98.04
5/2/2026,Product_D,3,122.26,366.78
2/2/2026,Product_B,3,116.21,348.63
20/2/2026,Product_C,5,46.78,233.9
21/2/2026,Product_D,17,67.04,1139.68
6/1/2026,Product_D,15,109.88,1648.2
3/2/2026,Product_B,9,183.51,1651.59
1/1/2026,Product_C,14,114.52,1603.28
10/1/2026,Product_B,15,192.26,2883.9
1/2/2026,Product_B,1,180.6,180.6
5/2/2026,Product_B,19,124.33,2362.27
30/3/2026,Product_B,11,159.52,1754.72
2/3/2026,Product_A,14,179.23,2509.22
8/2/2026,Product_C,9,199.08,1791.72
12/1/2026,Product_C,6,158.87,953.22
14/2/2026,Product_B,3,65.65,196.95
13/2/2026,Product_C,13,28.9,375.7
8/1/2026,Product_A,18,179.19,3225.42
4/3/2026,Product_D,3,148.44,445.32
26/2/2026,Product_D,6,56.41,338.46
22/2/2026,Product_D,12,180.39,2164.68
25/1/2026,Product_C,10,89.43,894.3
13/2/2026,Product_C,12,154.8,1857.6
21/2/2026,Product_A,9,33.07,297.63
11/1/2026,Product_A,14,66.44,930.16
19/2/2026,Product_D,14,85.48,1196.72
19/1/2026,Product_C,19,122.78,2332.82
11/1/2026,Product_B,16,147.18,2354.88
3/3/2026,Product_D,5,41.04,205.2
9/2/2026,Product_B,14,150.48,2106.72
7/1/2026,Product_A,2,164.64,329.28
8/1/2026,Product_A,9,174.73,1572.57
21/3/2026,Product_D,14,31.65,443.1
13/1/2026,Product_A,14,135.53,1897.42
1/1/2026,Product_A,16,165.66,2650.56
4/1/2026,Product_C,1,112.92,112.92
21/2/2026,Product_B,2,100.67,201.34
16/1/2026,Product_D,18,74.03,1332.54
9/3/2026,Product_C,2,107.26,214.52
23/3/2026,Product_A,3,64.63,193.89
1/3/2026,Product_A,9,40.62,365.58
8/3/2026,Product_A,4,176.42,705.68
16/1/2026,Product_D,13,11.95,155.35
3/3/2026,Product_B,5,164.17,820.85
6/3/2026,Product_C,9,189.67,1707.03
20/1/2026,Product_D,14,70.93,993.02
14/2/2026,Product_B,13,104.74,1361.62
29/3/2026,Product_B,15,135.55,2033.25
3/3/2026,Product_D,14,162.45,2274.3
22/1/2026,Product_D,3,124.73,374.19
1/1/2026,Product_A,7,166.67,1166.69
5/3/2026,Product_D,5,68.36,341.8
26/3/2026,Product_B,12,101.03,1212.36
2/1/2026,Product_D,5,138.78,693.9
26/3/2026,Product_B,2,190.71,381.42
2/3/2026,Product_B,5,71.02,355.1
18/3/2026,Product_D,19,108.09,2053.71
23/1/2026,Product_D,10,187.33,1873.3
15/1/2026,Product_D,3,189.58,568.74
25/1/2026,Product_A,17,196.98,3348.66
16/2/2026,Product_A,10,147.48,1474.8
2/2/2026,Product_D,15,174.62,2619.3
22/3/2026,Product_D,16,109.35,1749.6
12/3/2026,Product_D,15,108.47,1627.05
24/2/2026,Product_A,13,198.5,2580.5
25/1/2026,Product_D,11,115.07,1265.77
19/3/2026,Product_C,1,133.38,133.38
31/3/2026,Product_A,11,195.8,2153.8
5/2/2026,Product_A,8,55.01,440.08
27/2/2026,Product_B,12,191.66,2299.92
1/2/2026,Product_C,5,110.88,554.4
9/2/2026,Product_A,18,156.37,2814.66
15/1/2026,Product_B,12,25.44,305.28
18/2/2026,Product_A,18,33.82,608.76
14/1/2026,Product_B,17,75.33,1280.61
20/1/2026,Product_C,16,172.47,2759.52
16/1/2026,Product_B,8,77.32,618.56
11/2/2026,Product_B,10,48.56,485.6
5/2/2026,Product_C,11,56.47,621.17
26/1/2026,Product_D,16,182.76,2924.16
21/2/2026,Product_B,15,199.52,2992.8
4/2/2026,Product_D,7,156.63,1096.41
23/1/2026,Product_B,7,180.88,1266.16
3/2/2026,Product_D,1,69.28,69.28
3/3/2026,Product_A,11,193.9,2132.9
20/3/2026,Product_B,8,84.56,676.48
8/1/2026,Product_A,14,23,322
2/2/2026,Product_C,10,162.43,1624.3
4/1/2026,Product_B,4,64.28,257.12
9/3/2026,Product_A,2,171.58,343.16
27/2/2026,Product_B,3,117.89,353.67
16/2/2026,Product_A,11,189.95,2089.45
31/3/2026,Product_D,2,13.22,26.44
22/1/2026,Product_A,16,33.11,529.76
26/3/2026,Product_D,17,185.48,3153.16
28/2/2026,Product_C,7,50.7,354.9
6/3/2026,Product_A,5,82.13,410.65
10/2/2026,Product_A,7,16.7,116.9
20/3/2026,Product_B,5,191.66,958.3
20/3/2026,Product_A,10,162.71,1627.1
4/3/2026,Product_B,9,154.95,1394.55
4/3/2026,Product_B,6,53.04,318.24
17/2/2026,Product_D,5,78.75,393.75
28/1/2026,Product_A,16,179.5,2872
